"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G02260",24.5690485588478,0.146279355336142,0.781522649763137,0.187172253267996,0.851525579050556,0.985045083850575
"AT1G02270",141.320485641478,-0.0597704131445774,0.422092115263236,-0.14160514016544,0.887391906586461,0.989832183535717
"AT1G02280",37.8984803648475,0.83304576594871,0.597057036284813,1.39525324269242,0.162939486527095,0.590134611232872
"AT1G02300",47.4651780261936,1.49418119074739,0.513206613120608,2.91146129560151,0.00359742473518313,0.0570233012412807
"AT1G02305",146.303340547034,0.477085643635517,0.356847080732523,1.33694702687822,0.181239928840587,0.620635964390481
"AT1G02330",43.4250259100605,0.163562532498094,0.459601586913186,0.355878955067642,0.721931216819155,0.960716021575928
"AT1G02335",18.2009346023621,-0.857377272196817,0.770447428757386,-1.11283033753469,0.265781303314375,0.734453459879549
"AT1G02360",80.5447818757484,-3.14362645799845,0.509730250875873,-6.16723542029679,6.94942555734466e-10,1.18606702765695e-07
"AT1G02390",55.0340123216346,-0.119799926056133,0.671791508884484,-0.178329026895653,0.858464583990482,0.98514263419079
"AT1G02400",58.0323580760721,-1.66061829275902,0.530954807767486,-3.1276076013728,0.00176235297254977,0.0334314101607485
"AT1G02410",29.2652984107886,0.739794464264044,0.557879700761308,1.32608242109273,0.184812398181516,0.62685155333117
"AT1G02450",80.6723977174157,-0.785949822722148,0.589557341177129,-1.33311854136681,0.182492905634031,0.62372794328764
"AT1G02460",77.4228206633466,-0.824693486446724,0.499889699828385,-1.64975090851011,0.0989938931826101,0.465245158491943
"AT1G02475",438.825015557524,0.114916747422105,0.316929171800764,0.362594414295024,0.716907883461001,0.9589420486642
"AT1G02500",1299.59111067189,-0.836650698594245,0.635650522658786,-1.31621176852765,0.188102974814058,0.632484424668794
"AT1G02560",310.658058396961,0.582463533939669,0.342571048044964,1.70027075336272,0.0890800090286244,0.436691883769389
"AT1G02660",34.4057925644093,-0.0588426825100929,0.764422877101235,-0.0769766110784518,0.938642151404683,0.99476872461043
"AT1G02680",53.841276916337,-0.0584798370464241,0.786454969589675,-0.0743587863357712,0.940724901715638,0.99476872461043
"AT1G02710",22.4244239424377,-0.256753067737414,0.778343129142974,-0.329871310125294,0.741497202426647,0.965851360591418
"AT1G02720",61.5694874450657,-0.00658930973393461,0.479011336699443,-0.0137560621828646,0.989024596512496,0.999170322715267
"AT1G02750",19.6559402107386,-0.569303069868259,0.745878215479008,-0.763265447433196,0.445305104134151,0.871726015578114
"AT1G02780",749.089376308886,-0.045021112732164,0.370517848384145,-0.121508620781709,0.903288186902506,0.990944415109965
"AT1G02816",28.8086334885521,-0.397063355373721,0.644479716412856,-0.616099072262129,0.537829134352422,0.91329060718234
"AT1G02820",21.0381624693158,0.974143111481842,0.722805124981253,1.3477257947045,0.177746592446718,0.615213736665672
"AT1G02840",83.4917835221211,-0.286736977710499,0.409797907301675,-0.699703372324486,0.484112569993824,0.886104622518015
"AT1G02850",22.1385001024002,0.597501106249699,0.63679726942187,0.938290936442227,0.348094916292006,0.811920214517563
"AT1G02860",16.6712055714449,0.462743718363292,0.804681493661437,0.575064447248227,0.565247711488991,0.922906001417283
"AT1G02870",26.0042011089145,0.272382099407858,0.614693299912795,0.443118705615467,0.657679875873947,0.945053458114547
"AT1G02880",30.1496569090884,0.159836969676093,0.550211867364583,0.290500767352917,0.771433163816396,0.972260789318004
"AT1G02890",141.34098159412,-0.158206760681256,0.312222796458127,-0.506711112948709,0.612357531969178,0.934584821934925
"AT1G02910",80.0417648843929,0.311187117293899,0.640386777747796,0.485936199976406,0.627012401330253,0.93995277441627
"AT1G02920",1160.1337418333,-3.07595693749852,0.382111680016385,-8.04988985776781,8.28685785586358e-16,3.33051490407111e-13
"AT1G02930",2936.66554381234,-2.22597992229808,0.273638303029333,-8.13475269235048,4.12780123270441e-16,1.77338881235394e-13
"AT1G02990",34.3804116520383,0.255703378700873,0.527787512623915,0.484481676024569,0.628044065698318,0.940250347159624
"AT1G03000",32.4114487532178,-0.033175639426717,0.55048904843017,-0.0602657573685145,0.951943974015894,0.995230325371957
"AT1G03030",30.825019938615,-0.755501502976252,0.606660794911795,-1.24534420109692,0.213005254582633,0.669990524323409
"AT1G03040",164.737170045184,-0.226110772327116,0.391971206255417,-0.576855566732056,0.56403702877428,0.922585971051431
"AT1G03060",62.9614621487601,-0.639057452766353,0.456962499128688,-1.39848992857154,0.161965994964507,0.58831904701539
"AT1G03080",189.997732255593,-0.133192208789341,0.418244945481709,-0.318455035089398,0.75013979736945,0.967774648714074
"AT1G03090",21.5020519977556,0.0762101305522478,0.638770906734694,0.11930745396941,0.905031778268712,0.991276448645028
"AT1G03130",5731.05003857296,0.176975622010229,0.282027670962771,0.627511553763782,0.530323965074864,0.909986305170676
"AT1G03140",95.2740718925943,-0.158978234097847,0.43599219476196,-0.364635504965047,0.715383507859706,0.958687613341032
"AT1G03150",29.4147726359735,-0.385982181433574,0.591146525870747,-0.652938255646567,0.513796084882465,0.89928971747614
"AT1G03160",115.670978473122,0.235345070918622,0.438778049369032,0.536364732139748,0.591706500796825,0.928883574557824
"AT1G03210",35.6148236838616,0.268367903911596,0.679516222525471,0.394939657090433,0.692887421909088,0.952790741517575
"AT1G03220",360.280524116063,-0.558302613739743,0.458143728915073,-1.21861891477126,0.222988866559956,0.68521700897195
"AT1G03230",106.638652637287,-0.582440488324351,0.372457467968467,-1.5637771783748,0.117869905569899,0.507721997621032
"AT1G03250",42.6827695555116,-0.058791852699887,0.508377502199536,-0.115646055235567,0.907933060954575,0.992345773766401
"AT1G03260",19.550696775541,-0.0970293812049036,0.796689803243455,-0.121790665337853,0.903064806896225,0.990944415109965
"AT1G03280",53.1233674236016,-0.0361588042105445,0.599397760337645,-0.0603252240885518,0.951896612608689,0.995230325371957
"AT1G03290",92.4511753206048,-0.415538738225749,0.41816720217737,-0.993714323031709,0.320361967619294,0.789615861087933
"AT1G03310",48.8881243950043,1.24145051457487,0.479853709249646,2.58714372869212,0.00967752155568908,0.114503552765746
"AT1G03330",30.2162538336857,-0.204048747348669,0.582854540082352,-0.350085198478232,0.726274758789098,0.962213655864884
"AT1G03350",80.0377159219537,0.324852039115466,0.407027193227168,0.79810893355757,0.424807277659537,0.864583135841047
"AT1G03370",178.912734494066,-0.685563375813161,0.407820327439477,-1.68104267905798,0.0927546249729031,0.447398324637011
"AT1G03380",65.2876099208017,0.0482333174651175,0.404610747633159,0.11920918499389,0.905109629969166,0.991276448645028
"AT1G03400",108.234764311253,-0.198007683114553,0.684114122750055,-0.289436625454517,0.772247270734061,0.972260789318004
"AT1G03430",31.4016616091013,1.25163797966247,0.576040586591676,2.17282949985898,0.0297931521525909,0.231328903240204
"AT1G03440",28.4426071181728,0.53751056283363,0.598506133832368,0.898086974300214,0.369139182822878,0.827994200206339
"AT1G03475",449.832829147903,0.386938629285297,0.291635986038023,1.32678629459277,0.184579385410623,0.626614322297263
"AT1G03520",19.2265700899123,0.291200372888003,0.649281626853567,0.44849624699711,0.653795094117065,0.94452072891428
"AT1G03530",61.6904641027092,0.16885961379249,0.506856173569397,0.333150946161595,0.739020344266531,0.965545505544966
"AT1G03590",48.9897592914517,0.00552555265322515,0.606316515168045,0.00911331378082898,0.992728728286198,0.999170322715267
"AT1G03600",2054.86644018186,0.638262436888031,0.406994965675756,1.56823177364931,0.116827051713115,0.505749908719143
"AT1G03610",125.308588743426,-0.561745756508579,0.502382702448436,-1.11816301351704,0.263497377768865,0.731693241509619
"AT1G03630",249.088284656944,1.3831788369793,0.56071373246292,2.46681819420352,0.0136319551471369,0.143083849349772
"AT1G03680",626.815643059454,0.815397430974892,0.280955328785508,2.90223159140504,0.00370514516366866,0.0584442207980582
"AT1G03730",34.1797327858996,-0.83110390361931,0.527243429399281,-1.57631912941283,0.114952275242906,0.500941027370188
"AT1G03740",130.634838223892,-0.853385702055096,0.337306872725071,-2.52999796642349,0.0114063187754088,0.12711209805261
"AT1G03750",17.9012505319695,0.726967818058532,0.686713321441203,1.05861907052108,0.28977329819792,0.761985124999554
"AT1G03760",20.4187431328793,0.137135654696373,0.77508174353468,0.176930570020886,0.859562926014863,0.98514660206715
"AT1G03850",84.6370315691454,-0.850146055337722,0.563005979072422,-1.51001248110788,0.131040239454703,0.534412551020014
"AT1G03860",110.61518364643,-0.815375927599192,0.473338023955819,-1.72260812851008,0.0849594140667076,0.425788149580495
"AT1G03870",29.9413530550459,1.65964395260719,0.63473829265324,2.61469013578776,0.00893084369729846,0.108449689692633
"AT1G03900",166.266179101781,-0.266179864378825,0.371435101436707,-0.716625497561336,0.473605207332691,0.884518879529949
"AT1G03910",86.2023895724446,-0.0724568034478212,0.408313694503528,-0.177453767588966,0.859151976958676,0.98514660206715
"AT1G03920",24.3441667321023,1.29090534787138,1.4026862694249,0.920309392064304,0.357411102423231,0.818412961788465
"AT1G03930",43.4065122583055,0.250466948647159,0.478654162432393,0.523273311516508,0.600784070603165,0.931109272820943
"AT1G03950",44.3120940525836,-0.121460973537126,0.451468677976342,-0.269035216532764,0.787902582521939,0.974508677975938
"AT1G03960",21.8305301933926,0.33522827628089,0.657492203135,0.509858937767599,0.610150291258422,0.933912685462171
"AT1G03970",37.095882850183,0.0281599734076282,0.611813346976151,0.0460270661743604,0.963288677077944,0.995998437910968
"AT1G04000",48.2097484923395,0.215190010816862,0.633196153918542,0.339847311903516,0.733971516397216,0.964730000782956
"AT1G04010",20.4869607454527,-0.0880737040929276,0.681377174299309,-0.129258371743224,0.897153209575118,0.990042611537964
"AT1G04040",20.1992825415664,1.58425182867804,0.806252644493514,1.96495706339452,0.0494192072628645,0.308252250565777
"AT1G04080",114.702786579318,0.0415940463279188,0.473853221659029,0.0877783339370194,0.930052858296783,0.99476872461043
"AT1G04120",152.099675797573,-0.889763318784693,0.327512713354175,-2.71672909937543,0.00659305475348089,0.0877594756128401
"AT1G04130",16.556150401984,0.239737155257744,0.864637098428205,0.277269105956191,0.781573479802334,0.974218942374895
"AT1G04140",137.041647118465,-0.49569238360495,0.575551160262656,-0.861248170151788,0.389101374889743,0.841580278733844
"AT1G04170",124.761998450773,-0.0401529158020988,0.41269886800157,-0.0972934963367674,0.922493320670303,0.994035100470903
"AT1G04190",23.5570857721041,0.356321928449616,0.591921746155237,0.601974721766968,0.547190963944463,0.916753057146955
"AT1G04200",34.3047945265632,-0.369214980916561,0.523688781787508,-0.705027477686879,0.48079313646602,0.886104622518015
"AT1G04210",43.2570537120819,-0.85601058969199,0.507155946030844,-1.68786464280146,0.0914372152050356,0.4427579728875
"AT1G04220",168.431617396735,0.349019712003627,0.449880921239807,0.775804653021914,0.437864336189622,0.868055266578105
"AT1G04230",16.1973192261333,-0.221077387341826,0.74174255703136,-0.298051372738587,0.765663954610268,0.97094603339869
"AT1G04240",19.6258892711446,1.51487372176763,0.699999061891384,2.16410821705171,0.0304560450285641,0.233992817126752
"AT1G04260",89.4525132583405,-0.424063521415322,0.520621476131414,-0.81453328542344,0.415339511885667,0.85870206474626
"AT1G04270",294.703290103823,-0.0191694606622225,0.327480740027909,-0.0585361467687804,0.95332157088629,0.995230325371957
"AT1G04280",26.8417200121658,-0.0652835936427881,0.690752338836303,-0.0945108542850107,0.924703360568363,0.99476872461043
"AT1G04290",30.4552631045982,0.14426144899483,0.634800913350473,0.227254633635323,0.820225747317835,0.978595682848522
"AT1G04300",212.045066212656,-0.231994718699105,0.415862997448353,-0.557863335094912,0.576937709984989,0.926451584845973
"AT1G04340",131.697009153044,-0.522559210602132,0.707966016533198,-0.73811340996426,0.460445535495214,0.878895582047901
"AT1G04350",88.5666408988219,0.722838798038619,0.379772952015464,1.9033446015639,0.0569955945875657,0.335649955756714
"AT1G04400",259.720556406191,0.0866518895235167,0.301967404184396,0.286957758760621,0.774144664190519,0.972535742032144
"AT1G04410",818.105037925064,0.116149031168942,0.329101698181217,0.352927474427634,0.724142812907913,0.961126590606124
"AT1G04420",72.2560274223946,0.93899083805905,0.466320084963633,2.0136186888289,0.0440495827575633,0.288922479045447
"AT1G04430",122.066591714483,0.546749583412537,0.39636329585352,1.37941527162645,0.167766753339698,0.599720868510407
"AT1G04440",139.766285601699,-0.265546391934644,0.330259216362413,-0.804054448077063,0.421365530440412,0.862885132109976
"AT1G04480",119.467347004871,-0.733032494750385,0.341789616397204,-2.14468918768587,0.0319777059615925,0.24058589285959
"AT1G04510",120.647469030306,-0.32820996722813,0.457475544037743,-0.717437186546198,0.473104381247989,0.884518879529949
"AT1G04530",138.993073736729,0.204772594488469,0.377385044348274,0.542609193329591,0.587398907858017,0.928883574557824
"AT1G04555",22.4961878797711,0.584556448711232,0.689025484796309,0.848381462819245,0.396225562876452,0.844436244932897
"AT1G04590",29.7390144929224,0.136094849629534,0.648331760818538,0.209915444305412,0.833733667966991,0.98235526952958
"AT1G04620",94.4630702861446,0.454548331081646,0.438709527248227,1.03610316815494,0.300154014357447,0.771851158901844
"AT1G04630",35.1023498024799,0.962102402773672,0.584298718256133,1.64659338231156,0.0996416515917184,0.466653517062745
"AT1G04640",92.970109950873,0.653560999150167,0.533665886168481,1.22466325108859,0.220702125658223,0.681727230939017
"AT1G04680",112.065122523388,0.109578274451478,0.3465911963699,0.316160005214126,0.751881063099413,0.967787444416526
"AT1G04690",175.989496586209,-0.159277499986756,0.381771912588818,-0.417205914669536,0.676527799318641,0.94802157819266
"AT1G04710",21.2740106490247,-0.0347077720032165,0.726846286863132,-0.047751185677794,0.961914540327526,0.995998437910968
"AT1G04750",124.739266262117,-0.0942958023418936,0.385013224926929,-0.244915748958468,0.806521667093748,0.976703235661417
"AT1G04770",40.6670186002036,0.558282806498879,0.604407759823189,0.923685702946959,0.355649977975273,0.817535622803307
"AT1G04780",115.354440481943,-0.325548117449407,0.339739538829979,-0.95822852580113,0.337947535914536,0.805571425735841
"AT1G04790",28.122736718396,-0.085508957634026,0.591372656386965,-0.144594033407715,0.8850314083765,0.989288203567451
"AT1G04800",230.210001620733,0.819201772231402,0.423446098281802,1.93460696781819,0.0530385443354483,0.321717246287902
"AT1G04810",131.579248491179,-0.347866240471475,0.518295203969558,-0.67117395223265,0.502109720246822,0.893019546663679
"AT1G04820",328.720203010295,-0.111942299143195,0.499990655852667,-0.223888782385928,0.822843844543815,0.979347674739338
"AT1G04830",34.0464879834448,-0.0588759367727742,0.602172142786822,-0.0977726012038673,0.922112864191132,0.994035100470903
"AT1G04850",152.893423638042,0.0505907682467043,0.417498717092564,0.121175865159575,0.903551740044738,0.990944415109965
"AT1G04860",49.4502156477658,-0.519661221981174,0.456364153623083,-1.13869859816021,0.254828887645558,0.722095359899274
"AT1G04870",30.5325005127058,-0.646063590916702,0.558853045326795,-1.15605273393278,0.247659587723331,0.712936876951244
"AT1G04900",24.8043443557203,-0.600338931218024,1.05248115813817,-0.570403495184672,0.568404059513891,0.924181233511682
"AT1G04910",63.5148509522673,-1.05749991540597,0.477081333927068,-2.21660299869882,0.0266502324845612,0.216908639565816
"AT1G04940",70.9798256974482,0.491713422806626,0.507681862906294,0.968546364827266,0.332771575107965,0.800540848478496
"AT1G04950",25.5895288619417,0.487522139352366,0.584079826693408,0.834684091235142,0.403895601245786,0.848235524230889
"AT1G04960",63.7689402112384,0.0171607890089096,0.449810956785934,0.0381511138179687,0.969567198014746,0.995998437910968
"AT1G04970",52.70044376553,0.0348674735532605,0.512461482487673,0.0680392083010828,0.945754422873844,0.99476872461043
"AT1G04980",139.898942771948,-1.22889101330924,0.396787307841427,-3.09710262657989,0.00195422205930967,0.0362856224097454
"AT1G04985",77.4253856587957,-0.320409575618929,0.407003718150761,-0.787239922708135,0.43114143090648,0.866306037706099
"AT1G04990",167.367127783259,-0.372489909152945,0.440679049047286,-0.845263485882163,0.397963743165576,0.844960851414436
"AT1G05000",16.3044764315019,-1.46923835356753,0.777841878223384,-1.8888650697534,0.0589099110054806,0.342984268878603
"AT1G05010",641.335010039057,-1.8578143134212,0.412155157699929,-4.50756051140767,6.55772318092554e-06,0.000398549624932445
"AT1G05030",46.2170747439939,0.0729881989610523,0.51438666017427,0.141893646573814,0.887164012839751,0.989832183535717
"AT1G05055",28.35285836995,-0.0670060751431097,0.688255407906019,-0.0973564092245525,0.922443360624105,0.994035100470903
"AT1G05060",35.4164557800429,0.0363313708595235,0.520163792576687,0.0698460203843718,0.94431621762339,0.99476872461043
"AT1G05070",39.782656123859,0.805341140521524,0.543972178924986,1.48048222266268,0.138744601528322,0.548071969068284
"AT1G05120",30.9420170219641,-0.332422214322246,0.568029451605943,-0.585220032838819,0.55839977649815,0.920719979325451
"AT1G05135",2866.51025308997,-0.0111366349535718,0.581862534728848,-0.0191396322823251,0.984729715224025,0.999106223431431
"AT1G05140",199.625461962037,0.550442496817998,0.402825413011748,1.36645424801425,0.171796431792319,0.604806935207827
"AT1G05150",22.3975721989697,0.873286376817872,0.739616097449931,1.18072927269811,0.237710288813497,0.702665986511218
"AT1G05170",18.0505078797669,-0.602987431879881,0.740757367990363,-0.814014761021892,0.415636494808867,0.85870206474626
"AT1G05180",57.2163794194253,-0.063948567850515,0.570455490695534,-0.112100889365698,0.910743412260185,0.992345773766401
"AT1G05190",863.089580395782,0.775086464692802,0.368337261148986,2.10428470439023,0.0353536194937296,0.255356944689697
"AT1G05200",63.280840047902,0.295962448012833,0.410627817928085,0.720755962190233,0.471059674423521,0.883653332668519
"AT1G05205",27.2209537227225,0.465374668132809,0.61177771783122,0.760692412568707,0.446840807769115,0.872757130029102
"AT1G05270",76.7706995737402,-0.18185681862271,0.429813557559366,-0.423106287422289,0.672217715266606,0.947068346263411
"AT1G05300",150.438541626639,-2.81470468280031,0.457798578269176,-6.14834736587,7.82944196988163e-10,1.30062690003674e-07
"AT1G05340",128.561663782156,-0.929421886583566,0.710291299159721,-1.30850805533318,0.190701044159816,0.638238147810339
"AT1G05350",66.0483094311666,-0.754073785346699,0.409915658969193,-1.83958277476629,0.0658295151839499,0.368479462413005
"AT1G05380",42.7415578086546,-0.714379270121026,0.611449826951397,-1.16833669523274,0.242670979153867,0.708444471854067
"AT1G05385",28.2681656053604,1.06745168897628,0.664561019142043,1.60625083059246,0.108218809003302,0.485644378109276
"AT1G05410",16.6226165474062,0.50221937638413,0.72237519703295,0.695233416716026,0.486909033587686,0.887030216328262
"AT1G05430",35.4750814550799,0.315357742303946,0.56380799707968,0.559335348092586,0.575932875513221,0.926451584845973
"AT1G05460",24.6304617185692,0.642844486767601,0.598934586482015,1.07331334886419,0.283130547875204,0.754550480422925
"AT1G05500",61.2078097915245,0.0944920866001711,0.523332266823588,0.180558495224648,0.856714136341256,0.98514263419079
"AT1G05520",78.0778733793333,-0.407659868235419,0.525024284666411,-0.77645907083029,0.437477978226658,0.868055266578105
"AT1G05560",333.491340157353,1.31146518842312,0.486650113868451,2.6948831430411,0.0070413320825933,0.0917697210033983
"AT1G05570",57.8361521745819,-0.239401205436063,0.520313733725887,-0.460109333885438,0.645437744734353,0.944445850227236
"AT1G05590",37.2910222145363,0.382881442458955,0.507311523905424,0.754726483466072,0.450413112657354,0.873489542649863
"AT1G05620",41.3417623845269,0.310365166427406,0.942360410004474,0.32934868987751,0.741892145784913,0.965851360591418
"AT1G05630",22.1480651054894,-0.420235845960281,0.614554364311152,-0.683805811762998,0.494097796205755,0.890877632840449
"AT1G05670",20.1523366966518,-1.35087330925614,0.900987764999449,-1.49932480965151,0.133789389182543,0.537818604086996
"AT1G05680",137.951103663655,-0.459214690083346,0.866483519122433,-0.529975100447883,0.596129194645654,0.930257218949174
